AnneeChiffre;Date_Naissance;LieuNaissance;Sexe;Jugement;DateJugement;Centre
1992;08/04/1970;banane;Masculin;Oui;08/04/1992;Secondaire
1992;05/05/1944;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;06/07/1974;FISSEL II;Masculin;Oui;07/02/1988;Secondaire
1992;09/03/1970;banane;Feminin;Oui;08/04/1992;Secondaire
1992;30/09/1930;FISSEL II;Masculin;Oui;07/02/1988;Secondaire
1992;17/06/1958;banane;Feminin;Oui;08/04/1992;Secondaire
1992;10/04/1989;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;06/04/1985;FISSEL I;Feminin;Oui;07/02/1988;Secondaire
1992;11/08/1937;banane;Feminin;Oui;08/04/1992;Secondaire
1992;31/01/1953;banane;Feminin;Oui;08/04/1992;Secondaire
1992;10/04/1989;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;04/06/1981;FISSEL I;Masculin;Oui;07/02/1988;Secondaire
1992;01/01/1970;banane;Feminin;Oui;08/04/1992;Secondaire
1992;04/06/1981;FISSEL I;Masculin;Oui;07/02/1988;Secondaire
1992;01/05/1957;banane;Feminin;Oui;08/04/1992;Secondaire
1992;01/09/1950;banane;Feminin;Oui;08/04/1992;Secondaire
1992;04/06/1954;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;01/11/1945;banane;Masculin;Oui;08/04/1992;Secondaire
1992;01/12/1942;banane;Feminin;Oui;08/04/1992;Secondaire
1992;07/04/1973;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;02/02/1957;banane;Feminin;Oui;08/04/1992;Secondaire
1992;04/02/1947;PATAR LIA;Masculin;Oui;07/02/1988;Secondaire
1992;03/03/1932;FISSEL II;Feminin;Oui;07/02/1988;Secondaire
1992;05/03/1970;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;13/08/1938;LONDIOR;Masculin;Oui;07/02/1988;Secondaire
1992;25/08/1980;banane;Masculin;Oui;08/04/1992;Secondaire
1992;12/05/1980;banane;Feminin;Oui;08/04/1992;Secondaire
1992;23/09/1977;banane;Feminin;Oui;08/04/1992;Secondaire
1992;02/04/1969;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;19/04/1975;banane;Feminin;Oui;08/04/1992;Secondaire
1992;08/03/1987;layene;Masculin;Oui;08/04/1992;Secondaire
1992;08/05/1987;layene;Feminin;Oui;08/04/1992;Secondaire
1992;16/07/1966;SAKHMACK;Masculin;Oui;07/02/1988;Secondaire
1992;10/02/1985;layene;Feminin;Oui;08/04/1992;Secondaire
1992;11/06/1937;PATAR LIA;Feminin;Oui;07/02/1988;Secondaire
1992;17/08/1980;layene;Masculin;Oui;08/04/1992;Secondaire
1992;04/07/1942;LONDIOR;Feminin;Oui;07/02/1988;Secondaire
1992;20/09/1980;layene;Masculin;Oui;08/04/1992;Secondaire
1992;27/03/1947;LONDIOR;Masculin;Oui;07/02/1988;Secondaire
1992;13/03/1962;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;04/06/1985;FISSEL I;Masculin;Oui;07/02/1988;Secondaire
1992;06/07/1985;FISSEL I;Feminin;Oui;07/02/1988;Secondaire
1992;04/09/1936;KEUR DEMBA KHOH;Masculin;Oui;31/01/1963;Secondaire
1992;18/06/1990;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;10/07/1992;KEUR GAYE;Feminin;Non;NULL;Secondaire
1992;01/08/1936;FISSEL II;Feminin;Oui;27/02/1989;Secondaire
1992;20/08/1992;SOMB;Feminin;Non;NULL;Secondaire
1992;24/08/1992;SAKHMACK;Feminin;Non;27/02/1989;Secondaire
1992;10/03/1985;SOMB;Feminin;Non;27/02/1989;Secondaire
1992;04/09/1992;KEUR DIOUGA;Masculin;Non;27/02/1989;Secondaire
1992;02/03/1922;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;11/02/1952;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;07/10/1937;SOMB;Masculin;Oui;08/10/1992;Secondaire
1992;11/08/1977;SOMB;Masculin;Oui;08/10/1992;Secondaire
1992;01/02/1989;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;11/09/1957;SOMB;Feminin;Oui;08/10/1992;Secondaire
1992;10/04/1932;BANANE;Feminin;Oui;07/10/1992;Secondaire
1992;05/01/1970;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;05/01/1954;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;12/05/1932;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;30/08/1988;layene;Masculin;Oui;08/04/1992;Secondaire
1992;25/12/1990;layene;Masculin;Oui;08/04/1992;Secondaire
1992;12/03/1988;layene;Feminin;Oui;08/04/1992;Secondaire
1992;10/02/1985;layene;Masculin;Oui;08/04/1992;Secondaire
1992;20/02/1977;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;12/02/1975;layene;Masculin;Oui;08/04/1992;Secondaire
1992;26/05/1982;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;13/01/1981;layene;Feminin;Oui;08/04/1992;Secondaire
1992;29/03/1986;banane;Masculin;Oui;08/04/1992;Secondaire
1992;15/05/1991;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;20/03/1983;banane;Masculin;Oui;08/04/1992;Secondaire
1992;18/09/1983;banane;Feminin;Oui;08/04/1992;Secondaire
1992;26/03/1989;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;19/08/1980;banane;Feminin;Oui;08/04/1992;Secondaire
1992;0980-08-28;banane;Feminin;Oui;08/04/1992;Secondaire
1992;14/03/1968;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;28/02/1982;banane;Masculin;Oui;08/04/1992;Secondaire
1992;06/02/1971;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;05/11/1986;diamaguene;Feminin;Oui;08/04/1992;Secondaire
1992;10/10/1970;NDOCK PEULH;Feminin;Oui;13/08/1992;Secondaire
1992;19/06/1979;diamaguene;Masculin;Oui;08/04/1992;Secondaire
1992;06/04/1948;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;22/12/1986;diamaguene;Masculin;Oui;08/04/1992;Secondaire
1992;08/07/1980;layene;Masculin;Oui;08/04/1992;Secondaire
1992;12/06/1980;layene;Feminin;Oui;08/04/1992;Secondaire
1992;13/02/1985;layene;Feminin;Oui;08/04/1992;Secondaire
1992;10/05/1986;layene;Feminin;Oui;08/04/1992;Secondaire
1992;01/07/1989;layene;Feminin;Oui;08/04/1992;Secondaire
1992;10/03/1989;layene;Feminin;Oui;08/04/1992;Secondaire
1992;10/05/1973;layene;Masculin;Oui;08/04/1992;Secondaire
1992;06/04/1973;NDOCK PEULH;Feminin;Oui;13/08/1992;Secondaire
1992;06/10/1922;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;11/07/1973;layene;Masculin;Oui;08/04/1992;Secondaire
1992;06/08/1986;layene;Masculin;Oui;08/04/1992;Secondaire
1992;18/04/1943;NDOCK PEULH;Masculin;Oui;13/08/1992;Secondaire
1992;12/05/1972;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;17/08/1988;MBENGHANE;Feminin;Oui;08/04/1992;Secondaire
1992;16/11/1990;MBENGHANE;Feminin;Oui;08/04/1992;Secondaire
1992;03/03/1972;KEUR AMADOU DIOP;Masculin;Oui;13/08/1992;Secondaire
1992;15/05/1976;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;14/04/1979;MBENGHANE;Feminin;Oui;08/04/1992;Secondaire
1992;03/03/1972;KEUR AMADOU DIOP;Masculin;Oui;13/08/1992;Secondaire
1992;04/04/1987;layene;Feminin;Oui;08/04/1992;Secondaire
1992;08/03/1964;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;11/08/1990;layene;Masculin;Oui;08/04/1992;Secondaire
1992;10/04/1975;BOUNE FASSOW;Masculin;Oui;13/08/1992;Secondaire
1992;06/10/1989;layene;Feminin;Oui;08/04/1992;Secondaire
1992;18/06/1972;BOUNE FASSOW;Masculin;Oui;13/08/1992;Secondaire
1992;10/01/1987;layene;Masculin;Oui;08/04/1992;Secondaire
1992;11/03/1985;layene;Feminin;Oui;08/04/1992;Secondaire
1992;20/06/1985;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;11/04/1985;1983;Feminin;Oui;08/04/1992;Secondaire
1992;17/08/1980;layene;Feminin;Oui;08/04/1992;Secondaire
1992;18/02/1985;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;12/02/1976;layene;Feminin;Oui;08/04/1992;Secondaire
1992;12/05/1989;layene;Feminin;Oui;08/04/1992;Secondaire
1992;03/02/1985;976;Feminin;Oui;23/07/1992;Secondaire
1992;11/04/1976;patar lia;Masculin;Oui;08/04/1992;Secondaire
1992;09/06/1965;976;Feminin;Oui;23/07/1992;Secondaire
1992;17/12/1983;patar lia;Masculin;Oui;08/04/1992;Secondaire
1992;06/07/1989;patar lia;Feminin;Oui;08/04/1992;Secondaire
1992;18/03/1985;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;04/05/1920;BOUNE FASSOW;Feminin;Oui;29/12/1992;Secondaire
1992;04/05/1987;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;17/05/1987;patar lia;Masculin;Oui;08/04/1992;Secondaire
1992;10/06/1976;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;19/08/1983;patar lia;Masculin;Oui;08/04/1992;Secondaire
1992;10/02/1917;TOUNE;Masculin;Oui;13/08/1992;Secondaire
1992;09/07/1982;patar lia;Masculin;Oui;08/04/1992;Secondaire
1992;12/11/1986;MBENGHANE;Feminin;Oui;08/04/1992;Secondaire
1992;16/04/1937;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;10/04/1930;TOUNE;Feminin;Oui;13/08/1992;Secondaire
1992;18/12/1983;MBENGHANE;Masculin;Oui;08/04/1992;Secondaire
1992;13/03/1942;TOUNE;Masculin;Oui;13/08/1992;Secondaire
1992;21/02/1991;MBENGHANE;Feminin;Oui;08/04/1992;Secondaire
1992;27/11/1962;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;18/03/1972;TOUNE;Masculin;Oui;13/08/1992;Secondaire
1992;12/03/1976;MOUNGOUNIANE;Feminin;Oui;08/04/1992;Secondaire
1992;19/04/1990;MOUNGOUNIANE;Masculin;Oui;08/04/1992;Secondaire
1992;14/05/1942;TOUNE;Feminin;Oui;13/08/1992;Secondaire
1992;19/10/1975;KEUR DIOUGA;Feminin;Oui;23/07/1992;Secondaire
1992;20/05/1987;MOUNGOUNIANE;Feminin;Oui;08/04/1992;Secondaire
1992;18/07/1927;TOUNE;Masculin;Oui;13/08/1992;Secondaire
1992;30/06/1980;MOUNGOUNIANE;Masculin;Oui;08/04/1992;Secondaire
1992;27/08/2980;MOUNGOUNIANE;Masculin;Oui;08/04/1992;Secondaire
1992;13/04/1942;TOUNE;Masculin;Oui;13/08/1992;Secondaire
1992;04/04/1974;MOUNGOUNIANE;Feminin;Oui;08/04/1992;Secondaire
1992;11/11/1976;MOUNGOUNIANE;Masculin;Oui;08/04/1992;Secondaire
1992;16/06/1974;TOUNE;Feminin;Oui;13/08/1992;Secondaire
1992;11/10/1979;KEUR DIOUGA;Feminin;Oui;23/07/1992;Secondaire
1992;07/10/1972;MOUNGOUNIANE;Masculin;Oui;08/04/1992;Secondaire
1992;19/10/1976;MOUNGOUNIANE;Masculin;Oui;08/04/1992;Secondaire
1992;31/12/1982;KEUR DIOUGA;Masculin;Oui;23/07/1992;Secondaire
1992;10/05/1930;TOUNE;Masculin;Oui;13/08/1992;Secondaire
1992;20/03/1976;MOUNGOUNIANE;Feminin;Oui;08/04/1992;Secondaire
1992;10/03/1970;TOUNE;Masculin;Oui;13/08/1992;Secondaire
1992;01/12/1975;MOUNGOUNIANE;Feminin;Oui;08/04/1992;Secondaire
1992;01/12/1975;MOUNGOUNIANE;Feminin;Oui;08/04/1992;Secondaire
1992;17/06/1988;KEUR DIOUGA;Masculin;Oui;23/07/1992;Secondaire
1992;12/08/1977;toune;Feminin;Oui;08/04/1992;Secondaire
1992;06/03/1976;SOUMBEL;Feminin;Oui;03/08/1992;Secondaire
1992;08/08/1976;toune;Feminin;Oui;08/04/1992;Secondaire
1992;17/10/1975;KEUR DIOUGA;Masculin;Oui;23/07/1992;Secondaire
1992;18/06/1974;TOUNE;Masculin;Oui;13/08/1992;Secondaire
1992;07/07/1977;toune;Feminin;Oui;08/04/1992;Secondaire
1992;06/05/1972;toune;Feminin;Oui;08/04/1992;Secondaire
1992;22/10/1926;KEUR DIOUGA;Masculin;Oui;23/07/1992;Secondaire
1992;18/07/1977;MBELA NDOCK;Feminin;Oui;13/08/1992;Secondaire
1992;04/05/1982;toune;Masculin;Oui;08/04/1992;Secondaire
1992;06/04/1922;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;18/04/1975;toune;Feminin;Oui;08/04/1992;Secondaire
1992;28/11/1973;SOMB;Feminin;Oui;13/08/1992;Secondaire
1992;23/04/1970;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;12/07/1976;BANANE;Feminin;Oui;08/04/1992;Secondaire
1992;15/05/1975;TOUNE;Feminin;Oui;08/04/1992;Secondaire
1992;02/02/1988;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;01/05/1992;SOMB;Masculin;Non;NULL;Secondaire
1992;18/01/1972;DIABEL;Feminin;Oui;13/08/1992;Secondaire
1992;23/02/1988;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;06/04/1973;PATAR LIA;Masculin;Oui;10/04/1992;Secondaire
1992;15/06/1974;NDIABEL;Feminin;Oui;13/08/1992;Secondaire
1992;27/05/1986;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;29/03/1988;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;10/06/1947;PATAR LIA;Feminin;Oui;10/04/1992;Secondaire
1992;18/03/1972;PATAR LIA;Masculin;Oui;10/04/1992;Secondaire
1992;0000-00-00;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;27/04/1932;PATAR LIA;Masculin;Oui;10/03/1992;Secondaire
1992;11/02/1930;PATAR LIA;Feminin;Oui;10/03/1992;Secondaire
1992;19/05/1922;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;12/05/1972;PATAR LIA;Feminin;Oui;10/03/1992;Secondaire
1992;08/02/1971;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;10/04/1947;PATAR LIA;Masculin;Oui;10/03/1992;Secondaire
1992;12/03/1940;PATAR LIA;Feminin;Oui;10/03/1992;Secondaire
1992;14/06/1985;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;15/01/1964;PATAR LIA;Feminin;Oui;10/03/1992;Secondaire
1992;06/02/1958;PATAR LIA;Feminin;Oui;10/03/1992;Secondaire
1992;18/03/1967;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;16/07/1932;PATAR LIA;Feminin;Oui;10/03/1992;Secondaire
1992;15/05/1927;PATAR LIA;Masculin;Oui;10/03/1992;Secondaire
1992;19/04/1957;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;16/05/1985;PATAR LIA;Masculin;Oui;10/03/1992;Secondaire
1992;09/08/1932;PATAR LIA;Feminin;Oui;10/03/1992;Secondaire
1992;27/02/1990;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;03/05/1992;DAROU SINE;Feminin;Non;NULL;Secondaire
1992;05/06/1932;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;16/06/1990;PATAR LIA;Masculin;Oui;10/03/1992;Secondaire
1992;03/04/1952;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;12/02/1984;PATAR LIA;Feminin;Oui;10/03/1992;Secondaire
1992;06/06/1982;PATAR LIA;Feminin;Oui;10/03/1992;Secondaire
1992;24/06/1983;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;11/04/1985;PATAR LIA;Masculin;Oui;10/03/1992;Secondaire
1992;18/04/1987;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;17/02/1960;PATAR LIA;Feminin;Oui;10/03/1992;Secondaire
1992;04/03/1984;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;18/04/1926;PATAR LIA;Masculin;Oui;10/03/1992;Secondaire
1992;15/05/1974;PATAR LIA;FEMININ;Oui;10/03/1992;Secondaire
1992;13/07/1972;SOUMBEL;Masculin;Oui;13/08/1992;Secondaire
1992;0000-00-00;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;19/01/1961;PATAR LIA;Feminin;Oui;10/03/1992;Secondaire
1992;07/03/1991;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;08/04/1973;PATAR LIA;Masculin;Oui;10/03/1992;Secondaire
1992;10/05/1986;PATAR LIA;Feminin;Oui;10/03/1992;Secondaire
1992;02/01/1968;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;10/04/1956;SOMB;Feminin;Oui;23/07/1992;Secondaire
1992;28/04/1980;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;18/06/1982;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;11/04/1962;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;09/03/1975;SOMB;Masculin;Oui;23/07/1992;Secondaire
1992;14/07/1952;DAROU SINE;Feminin;Oui;06/08/1992;Secondaire
1992;12/06/1988;DAROU SINE;Feminin;Oui;06/08/1992;Secondaire
1992;13/04/1990;DAROU SINE;Feminin;Oui;06/08/1992;Secondaire
1992;10/05/1957;DAROU SINE;Masculin;Oui;06/08/1992;Secondaire
1992;13/05/1982;DAROU SINE;Masculin;Oui;06/08/1992;Secondaire
1992;18/02/1990;DAROU SINE;Feminin;Oui;06/08/1992;Secondaire
1992;15/05/1986;KEUR MACODOU;Masculin;Oui;06/08/1992;Secondaire
1992;05/02/1975;DAROU SINE;Masculin;Oui;06/08/1992;Secondaire
1992;10/02/1970;FISSEL 1;Feminin;Oui;06/08/1992;Secondaire
1992;02/05/1985;DAROU SINE;Feminin;Oui;06/08/1992;Secondaire
1992;10/06/1962;LAYENE;Masculin;Oui;06/08/1992;Secondaire
1992;19/09/1984;DAROU SINE;Feminin;Oui;06/08/1992;Secondaire
1992;17/03/1975;NDOCK PEULH;Feminin;Oui;13/08/1992;Secondaire
1992;13/05/1975;NDOCK PEULH;Feminin;Oui;13/08/1992;Secondaire
1992;10/06/1975;NDOCK PEULH;Feminin;Oui;13/08/1992;Secondaire
1992;13/04/1972;NDOCK PEULH;Feminin;Oui;13/08/1992;Secondaire
1992;06/07/1974;BOUNE FASSOW;Feminin;Oui;13/08/1992;Secondaire
1992;18/07/1972;BOUNE FASSOW;Masculin;Oui;13/08/1992;Secondaire
1992;01/03/1977;DIABY COUNDEL;Feminin;Oui;13/08/1992;Secondaire
1992;10/07/1970;ndock  diouma lewrou  ;Feminin;Oui;06/08/1992;Secondaire
1992;24/06/1974;DIABY COUNDEL;Masculin;Oui;13/08/1992;Secondaire
1992;28/07/1971;FISSEL I;Feminin;Oui;13/08/1992;Secondaire
1992;29/03/1944;FISSEL I;Feminin;Oui;13/08/1992;Secondaire
1992;29/03/1944;TOUNE;Feminin;Oui;13/08/1992;Secondaire
1992;13/06/1948;TOUNE;Masculin;Oui;13/08/1992;Secondaire
1992;11/02/1972;TOUNE;Feminin;Oui;13/08/1992;Secondaire
1992;19/04/1974;TOUNE;Masculin;Oui;13/08/1992;Secondaire
1992;10/06/1977;SOMB;Feminin;Oui;13/08/1992;Secondaire
1992;17/06/1987;DAROU SINE;Feminin;Oui;13/08/1992;Secondaire
1992;10/06/1957;DAROU SINE;Feminin;Oui;13/08/1992;Secondaire
1992;17/06/1962;DAROU SINE;Feminin;Oui;13/08/1992;Secondaire
1992;13/07/1982;DAROU SINE;Feminin;Oui;13/08/1992;Secondaire
1992;15/06/1932;SOUMBEL;Masculin;Oui;13/08/1992;Secondaire
1992;15/07/1942;SOUMBEL;Masculin;Oui;13/08/1992;Secondaire
1989;01/08/1977;ndiourbel sine;Masculin;Non;NULL;Secondaire
1992;30/10/1955;SOUMBEL;Feminin;Oui;13/08/1992;Secondaire
1992;13/04/1940;SOUMBEL;Masculin;Oui;13/08/1992;Secondaire
1992;17/05/1949;SOUMBEL;Masculin;Oui;13/08/1992;Secondaire
1992;15/06/1941;SOUMBEL;Masculin;Oui;13/08/1992;Secondaire
2019;18/11/2019;KEUR SERIGNE NDIAKHATE;Feminin;Non;NULL;Principal
1992;16/05/1947;SOUMBEL;Masculin;Oui;13/08/1992;Secondaire
1992;13/04/1943;SOUMBEL;Masculin;Oui;13/08/1992;Secondaire
1992;10/06/1957;SOMB;Feminin;Oui;06/08/1992;Secondaire
1992;05/06/1972;keure serigne diakhate;Masculin;Oui;06/08/1992;Secondaire
1992;18/07/1970;DAROU SINE;Masculin;Oui;06/08/1992;Secondaire
1992;13/03/1942;keur serigne diakhat;Feminin;Oui;06/08/1992;Secondaire
1992;11/04/1957;soumbel keur latyr;Masculin;Oui;06/08/1992;Secondaire
1992;19/01/1974;keur serigne diakhat;Feminin;Oui;06/08/1992;Principal
2019;28/09/2019;TOUBA SINE;Feminin;Non;NULL;Principal
1992;22/03/1973;keur serigne diakhat;Feminin;Oui;06/08/1992;Secondaire
1992;10/05/1986;soumbel keur latyr;Masculin;Oui;06/08/1992;Secondaire
1992;18/05/1977;keur serigne diakhat;Feminin;Oui;0192-08-06;Secondaire
1992;19/04/1975;fissel2;Masculin;Oui;05/08/1992;Secondaire
1992;04/05/1990;fissel2;Feminin;Oui;05/08/1992;Secondaire
1992;25/03/1990;fissel2;Feminin;Oui;05/08/1992;Secondaire
1992;04/06/1975;FISSEL 1;Masculin;Oui;09/09/1992;Secondaire
1992;23/04/1987;fissel2;Masculin;Oui;05/08/1992;Secondaire
1992;08/04/1937;fissel2;Masculin;Oui;05/08/1992;Secondaire
1992;27/03/1985;fissel2;Masculin;Oui;05/08/1992;Secondaire
1992;06/07/1978;fissel2;Masculin;Oui;06/08/1992;Secondaire
1992;06/07/1986;fissel2;Masculin;Oui;06/08/1992;Secondaire
1992;30/03/1947;fissel2;Feminin;Oui;06/08/1992;Secondaire
1992;04/06/1984;fissel2;Feminin;Oui;06/08/1992;Secondaire
1992;19/03/1985;fissel2;Feminin;Oui;06/08/1992;Secondaire
1992;04/04/1979;fissel2;Masculin;Oui;06/08/1992;Secondaire
1992;13/06/1992;fissel2;Masculin;Oui;06/08/1992;Secondaire
1992;06/07/1988;fissel2;Masculin;Oui;06/08/1992;Secondaire
1992;04/06/1979;fissel2;Masculin;Oui;06/08/1992;Secondaire
1992;06/07/1976;fissel2;Feminin;Oui;06/08/1992;Secondaire
1992;06/07/1947;fissel2;Masculin;Oui;06/08/1992;Secondaire
1992;10/02/1986;GAPASSEL;Masculin;Oui;06/08/1992;Secondaire
1992;07/06/1982;fissel2;Masculin;Oui;06/08/1992;Secondaire
1992;15/06/1947;GAPASSEL;Masculin;Oui;06/08/1992;Secondaire
1992;08/03/1960;FISSEL I;Feminin;Oui;06/08/1992;Secondaire
1992;06/07/1967;fissel2;Feminin;Oui;06/08/1992;Secondaire
1992;11/05/1970;FISSEL;Masculin;Oui;06/08/1992;Secondaire
1992;04/03/1974;GAPASSEL;Feminin;Oui;06/08/1992;Secondaire
1992;04/06/1957;GAPASSEL;Feminin;Oui;06/08/1992;Secondaire
1992;24/03/1979;fissel2;Masculin;Oui;06/08/1992;Secondaire
1992;20/03/1922;DIENDER2;Masculin;Oui;12/05/1992;Secondaire
1992;12/02/1942;DIENDER2;Masculin;Oui;12/05/1992;Secondaire
1992;05/05/1974;DIENDER2;Masculin;Oui;12/05/1992;Secondaire
1992;13/04/1984;GAPASSEL;Masculin;Oui;06/08/1992;Secondaire
1992;13/01/1942;DIENDER2;Masculin;Oui;12/05/1992;Secondaire
1992;12/11/1981;DIENDER2;Masculin;Oui;12/05/1992;Secondaire
1992;10/05/1964;KEUR MACODOU;Feminin;Oui;06/08/1992;Secondaire
1992;13/11/1983;DIENDER2;Masculin;Oui;12/05/1992;Secondaire
1992;11/03/1982;KEUR MACODOU;Masculin;Oui;06/08/1992;Secondaire
1992;11/03/1974;KEUR MACODOU;Masculin;Oui;06/08/1992;Secondaire
1992;31/03/1986;DIENDER2;Feminin;Oui;12/05/1992;Secondaire
1992;04/05/1983;KEUR MACODOU;Masculin;Oui;06/08/1992;Secondaire
1992;09/10/1985;DIENDER;Masculin;Oui;12/05/1992;Secondaire
1992;17/06/1950;FISSEL I;Masculin;Oui;06/08/1992;Secondaire
1992;30/04/1988;DIENDER2;Masculin;Oui;12/05/1992;Secondaire
1992;13/12/1944;DIENDER2;Feminin;Oui;12/05/1992;Secondaire
1992;18/05/1964;FISSEL I;Masculin;Oui;06/08/1992;Secondaire
1992;04/03/1947;DIENDER2;Feminin;Oui;12/05/1992;Secondaire
1992;07/04/1985;FISSEL I;Masculin;Oui;06/08/1992;Secondaire
1992;17/04/1990;FISSEL I;Masculin;Oui;06/08/1992;Secondaire
1992;13/03/1960;KEUR SERIGNE NDIAKHATE;Feminin;Oui;12/05/1992;Secondaire
1992;21/05/1988;FISSEL I;Feminin;Oui;06/08/1992;Secondaire
1992;21/01/1984;KEUR SERIGNE NDIAKHATE;Masculin;Oui;12/05/1992;Secondaire
1992;10/05/1947;KEUR MACODOU;Feminin;Oui;06/08/1992;Secondaire
1992;13/02/1986;KEUR SERIGNE NDIAKHATE;Feminin;Oui;12/05/1992;Secondaire
1992;30/04/1987;KEUR SERIGNE NDIAKHATE;Masculin;Oui;12/05/1992;Secondaire
1992;06/05/1990;KEUR SERIGNE NDIAKHATE;Masculin;Oui;12/05/1992;Secondaire
1992;09/12/1957;KEUR SERIGNE NDIAKHATE;Feminin;Oui;12/05/1992;Secondaire
1992;30/03/1977;KEUR SERIGNE NDIAKHATE;Masculin;Oui;12/05/1992;Secondaire
1992;30/03/1977;KEUR SERIGNE NDIAKHATE;Masculin;Oui;12/05/1992;Secondaire
1992;25/12/1984;KEUR SERIGNE NDIAKHATE;Masculin;Oui;12/05/1992;Secondaire
1992;14/11/1985;KEUR SERIGNE NDIAKHATE;Masculin;Oui;12/05/1992;Secondaire
1992;26/06/1940;KEUR SERIGNE NDIAKHATE;Masculin;Oui;12/05/1992;Secondaire
1992;03/05/1950;KEUR SERIGNE NDIAKHATE;Feminin;Oui;12/05/1992;Secondaire
1992;30/05/1977;KEUR SERIGNE NDIAKHATE;Masculin;Oui;12/05/1992;Secondaire
1992;27/03/1979;KEUR SERIGNE NDIAKHATE;Feminin;Oui;12/05/1992;Secondaire
1992;01/02/1974;KEUR SERIGNE NDIAKHATE;Feminin;Oui;12/05/1992;Secondaire
1992;01/02/1974;KEUR SERIGNE NDIAKHATE;Feminin;Oui;12/05/1992;Secondaire
1992;18/06/1977;fissel2;Masculin;Oui;06/08/1992;Secondaire
1992;17/04/1965;fissel2;Feminin;Oui;06/08/1992;Secondaire
1992;04/06/1984;fissel2;Feminin;Oui;06/08/1992;Secondaire
1992;09/07/1948;fissel2;Feminin;Oui;06/08/1992;Secondaire
1992;06/07/1957;fissel2;Feminin;Oui;06/08/1992;Secondaire
1992;08/04/1982;fissel2;Masculin;Oui;06/08/1992;Secondaire
1992;06/07/1948;fissel2;Masculin;Oui;06/08/1992;Secondaire
1992;22/05/1984;fissel2;Feminin;Oui;06/08/1992;Secondaire
1992;30/09/1960;fissel2;Masculin;Oui;06/08/1992;Secondaire
1992;11/05/1940;KEUR MACODOU;Feminin;Oui;06/08/1992;Secondaire
1992;15/07/1990;DAROU SINE;Masculin;Oui;06/08/1992;Secondaire
1992;17/06/1985;fissel2;Masculin;Oui;06/08/1992;Secondaire
1992;18/04/1985;DAROU SINE;Feminin;Oui;06/08/1992;Secondaire
